City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
436,teodoro sampaio,-22.5325,-52.1675,292.16,97,100,1.64,BR,1676958078
437,darab,28.7519,54.5444,289.01,23,4,1.54,IR,1676958078
438,cocorit,27.5833,-109.9667,290.78,58,100,1.8,MX,1676958079
439,kitimat,54.0524,-128.6534,275.36,30,100,1.88,CA,1676957828
440,jiayuguan,39.8167,98.3,276.54,29,100,2.28,CN,1676958080
441,bida,9.0833,6.0167,294.58,20,7,1.85,NG,1676958080
442,kudahuvadhoo,2.6708,72.8944,299.88,80,36,5.14,MV,1676958081
443,calbuco,-41.768,-73.1273,284.71,86,2,5.73,CL,1676958081
444,nantucket,41.2835,-70.0995,280.21,97,100,0.0,US,1676957792
445,victor harbor,-35.5667,138.6167,295.43,63,87,7.17,AU,1676958082
446,ola,59.5833,151.2833,252.49,78,12,1.43,RU,1676958082
447,biak,-0.9131,122.8766,302.92,66,91,0.91,ID,1676958083
448,inuvik,68.3499,-133.7218,249.71,77,75,1.03,CA,1676957913
449,patti,31.2808,74.8572,293.19,18,38,4.19,IN,1676958083
450,henties bay,-22.116,14.2845,291.84,79,0,2.12,NA,1676958084
451,roros,62.5747,11.3842,267.06,79,75,1.54,NO,1676958084
452,bira,49.0,132.4667,264.35,59,12,3.72,RU,1676958085
453,nouakchott,18.0858,-15.9785,294.58,46,72,6.31,MR,1676958085
454,fukue,32.6881,128.8419,281.35,61,75,6.17,JP,1676958085
455,catia la mar,10.6038,-67.0303,301.26,68,40,3.6,VE,1676958086
456,vegueta,-11.0231,-77.6431,295.9,87,92,1.25,PE,1676958087
457,zhangjiakou,40.81,114.8794,269.7,58,100,1.49,CN,1676958033
458,at-bashi,41.1702,75.8106,268.82,72,98,0.57,KG,1676958087
459,anadyr,64.75,177.4833,261.43,85,100,2.0,RU,1676958088
460,rio do sul,-27.2142,-49.6431,293.92,100,100,0.05,BR,1676958088
461,naryan-mar,67.6713,53.087,251.64,99,98,1.41,RU,1676958089
462,hualmay,-11.0964,-77.6139,296.12,87,93,1.31,PE,1676958089
463,gumrak,48.7826,44.3824,270.1,86,40,8.05,RU,1676958090
464,novyye gorki,56.7253,41.0601,257.83,97,90,2.22,RU,1676958091
465,nouadhibou,20.931,-17.0347,290.14,77,70,5.66,MR,1676957829
466,hays,30.0502,-98.0336,293.66,84,26,3.13,US,1676958091
467,manaure,11.7751,-72.4445,295.67,74,0,4.95,CO,1676958092
468,sassandra,4.95,-6.0833,297.55,94,12,0.9,CI,1676958092
469,topolobampo,25.6,-109.05,289.71,74,76,3.16,MX,1676958093
470,villa carlos paz,-31.4241,-64.4978,291.7,47,2,1.79,AR,1676958093
471,ust-tsilma,65.441,52.1498,250.12,100,100,0.8,RU,1676958094
472,xixiang,35.1628,112.865,282.06,44,95,4.29,CN,1676958094
473,berlevag,70.8578,29.0864,262.04,79,57,4.63,NO,1676958095
474,bilibino,68.0546,166.4372,241.45,91,61,1.69,RU,1676958095
475,yakeshi,49.2833,120.7333,261.35,75,95,2.86,CN,1676958096
476,kampong cham,11.9934,105.4635,308.19,26,62,5.4,KH,1676958096
